PassageID,StreamName,TributaryTo,PassageName,PassageType,PassageStatus,Protocol,AssessedBy,County,WatershedHUC4,Point_X,Point_Y,BegFt,SiteComments
2582,Taylor Slough,Dutch Slough,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.672224,38.035198,11556,
2587,Taylor Slough,Dutch Slough,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.660693,38.045753,2617,
2588,Piper Slough,False River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.658723,38.052142,1595,
2585,Taylor Slough,Dutch Slough,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.669904,38.041865,6654,
2586,Taylor Slough,Dutch Slough,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.665989,38.042698,5447,
2575,Emerson Slough,Dutch Slough,Dutch Slough Gas Field,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.678166,38.001032,0,
2576,Taylor Slough,Dutch Slough,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.655877,38.019365,21003,
2573,Emerson Slough,Dutch Slough,Dutch Slough Gas Field,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.677719,38.004366,0,
2574,Emerson Slough,Dutch Slough,Dutch Slough Gas Field,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.677704,38.000755,0,
2579,Taylor Slough,Dutch Slough,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.674486,38.030476,13506,
2580,Taylor Slough,Dutch Slough,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.674498,38.030476,13506,
2577,Taylor Slough,Dutch Slough,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.655879,38.019365,21000,
2578,Taylor Slough,Dutch Slough,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.665421,38.027698,16390,
2637,False River,San Joaquin River,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.643076,38.056309,11589,
2638,False River,San Joaquin River,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.632439,38.051864,15138,
2635,San Joaquin River,Suisun Bay,Sherman Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.693151,38.056031,45778,"Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
2636,San Joaquin River,Suisun Bay,Sherman Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.698775,38.051309,43631,
2615,San Joaquin River,Suisun Bay,BRADFORD ISLAND,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.65348,38.089085,69439,
2616,San Joaquin River,Suisun Bay,BRADFORD ISLAND,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.676606,38.084919,58650,
2613,Dutch Slough,San Joaquin River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.682172,38.017699,0,
2614,Dutch Slough,San Joaquin River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.682174,38.017699,0,
2617,San Joaquin River,Suisun Bay,BRADFORD ISLAND,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.67518,38.069641,52760,
2607,Dutch Slough,San Joaquin River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.703288,38.026309,0,
2608,Dutch Slough,San Joaquin River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.690449,38.025476,0,
2605,Dutch Slough,San Joaquin River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.704663,38.026032,0,
2606,Dutch Slough,San Joaquin River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.703286,38.026309,0,
2611,Dutch Slough,San Joaquin River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.689533,38.024921,0,
2612,Dutch Slough,San Joaquin River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.688363,38.021587,0,
2609,Dutch Slough,San Joaquin River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.690446,38.025476,0,
2610,Dutch Slough,San Joaquin River,Jersey Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.689531,38.024921,0,
2665,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5246679,38.18405361,29307,Siphon
2666,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5261273,38.17858427,26605,Siphon
2663,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5288378,38.19281641,32613,Siphon
2664,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5265405,38.18947127,31324,Siphon
2669,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5299438,38.1650425,20895,Siphon
2670,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5341474,38.16213207,19294,Siphon
2667,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5244968,38.17362635,24716,Siphon
2668,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5299005,38.16830194,22029,Siphon
2657,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5127419,38.20242407,39713,Siphon
2658,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5173086,38.20292671,38307,Centrifugal Pump
2655,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5045195,38.21172205,43955,Siphon
2656,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5123673,38.202706,39836,
2661,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5289158,38.19523221,33587,
2662,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5289299,38.19309227,32925,
2659,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5239449,38.19982941,36000,Siphon
2660,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5239449,38.19982941,35977,
2649,San Joaquin River,Suisun Bay,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.618896,38.099085,81738,
2650,San Joaquin River,Suisun Bay,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.623594,38.095752,78193,
2647,San Joaquin River,Suisun Bay,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.592494,38.095474,90543,
2648,San Joaquin River,Suisun Bay,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.602164,38.099919,87306,
2653,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.4926965,38.22740984,53263,
2654,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5072392,38.22308287,48340,Siphon
2651,San Joaquin River,Suisun Bay,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.631203,38.086585,75011,
2652,San Joaquin River,Suisun Bay,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.640981,38.084919,72635,
2641,False River,San Joaquin River,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.588239,38.064086,0,
2642,Old River,San Joaquin River,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.576448,38.072697,13078,
2639,False River,San Joaquin River,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.620882,38.06242,0,
2640,False River,San Joaquin River,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.609585,38.06242,0,
2645,San Joaquin River,Suisun Bay,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.576992,38.077975,101596,
2646,San Joaquin River,Suisun Bay,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.578687,38.09103,96765,
2643,Old River,San Joaquin River,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.575145,38.072975,13513,
2644,San Joaquin River,Suisun Bay,Webb Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.574838,38.075475,13915,"Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
2698,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4956761,38.16973507,73167,
2699,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4942664,38.16750658,72277,Siphon
2696,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.496918,38.17418847,74770,
2697,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.495873,38.17030905,73405,Siphon
2702,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5032796,38.15813761,67011,
2703,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5032796,38.15813761,67010,
2700,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4927189,38.16483012,70975,
2701,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4935001,38.16359181,70456,
2689,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4919988,38.20967999,93421,Siphon
2690,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4819444,38.20671055,90193,Siphon
2687,San Joaquin River,Suisun Bay,City Of Antioch,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Contra Costa,San Joaquin Delta,-121.803056,38.017976,8220,fossil fuel power plant utilizes large screened intake systems for cooling utilizing 1950s technology and not effectively screen juvenile fish.
2688,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4982948,38.21696844,96653,Siphon
2694,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4818544,38.19085423,82955,Siphon
2695,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4891865,38.18196127,78954,Siphon
2691,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4798452,38.20584325,89398,Siphon
2693,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4772417,38.20196219,87808,Siphon
2679,Sacramento River,Suisun Bay,Charles Seaver submersible pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Colusa,Sacramento-Stone Corral,-122.0156633,39.29405458,789787,"CDFW 1996 survey: 1 submersible pump with horsepower of 50 located on the right bank. Intake size is 18 inches, water is discharged to concrete box and operates for agricultural purposes. Diverts up to 12 cfs. same platform 2575 "
2680,Sacramento River,Suisun Bay,"J. R. & SONS, INC.",Diversion (screened/unscreened),Unknown/Diversion,Field Survey,California Department of Fish and Wildlife,Colusa,Sacramento-Stone Corral,-121.8701149,39.06664939,640626,
2673,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5372532,38.15128154,14690,Siphon
2674,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5433335,38.14855561,12079,Siphon
2671,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5365211,38.15771161,17049,Siphon
2672,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5349804,38.15595467,16715,Siphon
2677,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5574081,38.13779186,4055,Siphon
2678,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.560979,38.13635007,2797,Siphon
2675,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5476715,38.14679507,10087,
2676,North Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.557504,38.14481895,7236,Siphon
2730,Sycamore Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4766403,38.14157527,10416,
2731,Sycamore Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4855787,38.14122047,6927,
2728,Sycamore Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.465723,38.14056981,14026,
2729,Sycamore Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4724428,38.14294367,11626,
2734,South Fork Mokelumne River,Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.503647,38.15772821,66775,Siphon
2735,South Fork Mokelumne River,Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4953829,38.16202835,69758,Siphon
2732,Sycamore Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4928629,38.14478501,3961,
2733,Sycamore Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.501103,38.14080781,976,
2726,Sycamore Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4543174,38.14009261,17469,
2727,Sycamore Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4592965,38.14013461,16086,
2714,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5352965,38.11918665,34891,Siphon
2715,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5406275,38.11759507,33463,Siphon
2712,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5206513,38.12271721,39334,Siphon
2713,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5292556,38.12135221,36740,Siphon
2716,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5448985,38.1169921,32055,Siphon
2717,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5547847,38.11721127,29062,Siphon
2706,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5046765,38.14340541,61219,
2707,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.505039,38.13974361,59793,
2704,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5035081,38.15303127,64965,Siphon
2705,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5054352,38.14773727,63008,
2710,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5011519,38.11608061,45888,
2711,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5088191,38.11812167,43564,
2708,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5042577,38.12997894,55239,
2709,South Fork Mokelumne River,Mokelumne River,Staten Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4988648,38.12890147,53931,
2762,Mokelumne River,San Joaquin River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5758262,38.12982961,342,Siphon
2763,Mokelumne River,San Joaquin River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5688179,38.13291547,254,Siphon
2760,South Fork Mokelumne River,Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4849914,38.18833794,81598,Siphon
2761,South Fork Mokelumne River,Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4804984,38.19303274,83808,
2766,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.557504,38.14481895,7221,Siphon
2767,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.55666,38.14487781,7374,Siphon
2764,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5574081,38.13779186,4005,Siphon
2765,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5602788,38.14277201,6151,Siphon
2754,Hog Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4707146,38.16898086,6985,
2755,Hog Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.48609,38.16674807,1956,
2752,Hog Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4547737,38.17035301,2582,
2753,Hog Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4561022,38.16953442,11283,
2758,South Fork Mokelumne River,Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4906034,38.18091881,78423,Siphon
2759,South Fork Mokelumne River,Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4879995,38.18342819,79631,Siphon
2756,South Fork Mokelumne River,Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4969397,38.17430793,74891,
2757,South Fork Mokelumne River,Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4945854,38.17868825,76940,
2738,Hog Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4665542,38.16837761,8221,
2739,Hog Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.459686,38.16912566,10341,
2736,Hog Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4907393,38.16541961,468,
2737,Hog Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4848829,38.1657803,2526,
2740,Hog Slough,South Mokelumne River,Brack Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4556617,38.16983833,11542,
2793,Beaver Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.463751,38.19564862,4429,
2794,Beaver Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4562418,38.20432264,8703,
